reference,model,domain,severity,skill,method
ar1,dlinear_s31337,obs_bias,2.0,1.0207426889780085,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,obs_bias,0.0,1.9912822246551514,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,obs_bias,0.25,1.8585634231567385,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,obs_bias,0.5,1.612568378448486,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,obs_bias,1.0,1.280490756034851,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,obs_bias,2.0,1.0716609954833984,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,obs_bias,0.0,1.9536368824569597,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,obs_bias,0.25,1.8292822143523735,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,obs_bias,0.5,1.5941985559956706,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,obs_bias,1.0,1.2754563528288638,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,obs_bias,2.0,1.0731784341426318,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,obs_bias,0.0,3.449622292691552,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,obs_bias,0.25,3.176208282051386,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,obs_bias,0.5,2.663127836343829,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,obs_bias,1.0,1.9159208974703523,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,obs_bias,2.0,1.3481529692624246,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,obs_bias,0.0,1.5923556163300974,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,obs_bias,0.25,1.4775390761610674,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,obs_bias,0.5,1.259580436392637,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,obs_bias,1.0,0.9513780605903516,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,obs_bias,2.0,0.7360332400546942,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,obs_bias,0.0,1.988773703575134,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,obs_bias,0.25,1.8784791231155398,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,obs_bias,0.5,1.661113977432251,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,obs_bias,1.0,1.3560206890106201,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,obs_bias,2.0,1.1561185121536255,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,obs_bias,0.0,1.9511757851591165,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,obs_bias,0.25,1.8488841473653104,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,obs_bias,0.5,1.6421911402694136,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,obs_bias,1.0,1.3506893308013035,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,obs_bias,2.0,1.1577555400312762,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,obs_bias,0.0,3.4452766252958558,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,obs_bias,0.25,3.2102433923757645,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,obs_bias,0.5,2.7433000248311394,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,obs_bias,1.0,2.0289317695057867,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,obs_bias,2.0,1.4544007960988743,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,obs_bias,0.0,1.590349643705529,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,obs_bias,0.25,1.493371855689381,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,obs_bias,0.5,1.2974995023808618,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,obs_bias,1.0,1.007495233488592,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,obs_bias,2.0,0.7940399603736699,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,obs_bias,0.0,1.9976102113723757,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,obs_bias,0.25,1.8704949617385862,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,obs_bias,0.5,1.6154648065567017,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,obs_bias,1.0,1.291318416595459,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,obs_bias,2.0,1.1137419939041138,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,obs_bias,0.0,1.9598452381030849,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,obs_bias,0.25,1.841025774483651,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,obs_bias,0.5,1.597061988994465,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,obs_bias,1.0,1.2862414431414766,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,obs_bias,2.0,1.11531901794911,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,obs_bias,0.0,3.460584658436253,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,obs_bias,0.25,3.19659878968169,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,obs_bias,0.5,2.667911235562148,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,obs_bias,1.0,1.9321216713072702,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,obs_bias,2.0,1.4010910002344528,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,obs_bias,0.0,1.5974158760283321,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,obs_bias,0.25,1.4870245283515882,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,obs_bias,0.5,1.2618428422721546,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,obs_bias,1.0,0.959422787704806,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,obs_bias,2.0,0.7649351164343271,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,obs_bias,0.0,1.987910270690918,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,obs_bias,0.25,1.8721415996551514,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,obs_bias,0.5,1.6596308946609497,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,obs_bias,1.0,1.3769717216491701,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,obs_bias,2.0,1.204870581626892,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,obs_bias,0.0,1.950328675539372,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,obs_bias,0.25,1.8426464700255516,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,obs_bias,0.5,1.6407249522652154,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,obs_bias,1.0,1.3715579919386245,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,obs_bias,2.0,1.2065766409195595,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,obs_bias,0.0,3.4437808467021656,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,obs_bias,0.25,3.199412826008333,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,obs_bias,0.5,2.740850740159159,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,obs_bias,1.0,2.0602795329055628,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,obs_bias,2.0,1.5157310558499304,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,obs_bias,0.0,1.589659187985349,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,obs_bias,0.25,1.488333588798867,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,obs_bias,0.5,1.2963410634152661,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,obs_bias,1.0,1.0230614159893943,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,obs_bias,2.0,0.8275236308674289,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,obs_bias,0.0,1.9999471902847292,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,obs_bias,0.25,1.8807522058486938,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,obs_bias,0.5,1.6398264169692993,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,obs_bias,1.0,1.3264012336730957,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,obs_bias,2.0,1.1320875883102417,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,obs_bias,0.0,1.9621380362510163,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,obs_bias,0.25,1.851121418240064,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,obs_bias,0.5,1.621146080348693,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,obs_bias,1.0,1.3211863279100058,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,obs_bias,2.0,1.1336905891466817,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,obs_bias,0.0,3.464633152644552,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,obs_bias,0.25,3.2141279970725316,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,obs_bias,0.5,2.708143999452988,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,obs_bias,1.0,1.9846139693300326,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,obs_bias,2.0,1.4241698168338657,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,obs_bias,0.0,1.599284672651059,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,obs_bias,0.25,1.4951789334138945,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,obs_bias,0.5,1.2808717456568601,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,obs_bias,1.0,0.985488592798724,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,obs_bias,2.0,0.777535152591639,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,obs_noise,0.0,1.7819072008132935,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,obs_noise,0.25,1.7513380050659177,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,obs_noise,0.5,1.6716241836547852,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,obs_noise,1.0,1.5073529481887817,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,obs_noise,2.0,1.3436967134475708,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,obs_noise,0.0,1.7482201093957745,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,obs_noise,0.25,1.6855083870758458,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,obs_noise,0.5,1.5299785076978292,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,obs_noise,1.0,1.1827779169319996,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,obs_noise,2.0,0.7597019495416826,exact rescaling of published aggregate; no per-episode CI
drift,dlinear,obs_noise,0.0,3.0869088908266913,exact rescaling of published aggregate; no per-episode CI
drift,dlinear,obs_noise,0.25,3.0953345327189545,exact rescaling of published aggregate; no per-episode CI
drift,dlinear,obs_noise,0.5,3.0880389428226795,exact rescaling of published aggregate; no per-episode CI
drift,dlinear,obs_noise,1.0,3.064860938710019,exact rescaling of published aggregate; no per-episode CI
drift,dlinear,obs_noise,2.0,3.03693956986981,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,obs_noise,0.0,1.4249260621434383,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,obs_noise,0.25,1.389000314168244,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,obs_noise,0.5,1.2992784990963495,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,obs_noise,1.0,1.1097897461353656,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,obs_noise,2.0,0.9102752919439363,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,obs_noise,0.0,1.9930928945541382,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,obs_noise,0.25,1.9375370740890503,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,obs_noise,0.5,1.7862886190414429,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,obs_noise,1.0,1.509210467338562,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,obs_noise,2.0,1.2544927597045898,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,obs_noise,0.0,1.955413321503528,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,obs_noise,0.25,1.8647085709332114,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,obs_noise,0.5,1.6349268109434363,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,obs_noise,1.0,1.1842354605240815,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,obs_noise,2.0,0.7092676388172834,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,obs_noise,0.0,3.45275902899689,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,obs_noise,0.25,3.424424866304063,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,obs_noise,0.5,3.299861818618008,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,obs_noise,1.0,3.068637783338152,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,obs_noise,2.0,2.8353263529885844,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,obs_noise,0.0,1.5938035428707316,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,obs_noise,0.25,1.5366762993994507,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,obs_noise,0.5,1.3884020215756545,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,obs_noise,1.0,1.1111573460117936,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,obs_noise,2.0,0.8498448732167763,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,obs_noise,0.0,1.7994544506072996,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,obs_noise,0.25,1.7824816703796387,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,obs_noise,0.5,1.7266819477081299,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,obs_noise,1.0,1.5973167419433594,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,obs_noise,2.0,1.4542070627212524,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,obs_noise,0.0,1.7654356270952773,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,obs_noise,0.25,1.7154814185173604,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,obs_noise,0.5,1.5803709323272348,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,obs_noise,1.0,1.253370002683513,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,obs_noise,2.0,0.8221825130107573,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,obs_noise,0.0,3.11730708517371,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,obs_noise,0.25,3.1503781978721994,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,obs_noise,0.5,3.189748717761293,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,obs_noise,1.0,3.24778194450888,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,obs_noise,2.0,3.286708174072378,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,obs_noise,0.0,1.4389579564749773,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,obs_noise,0.25,1.4137006066189182,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,obs_noise,0.5,1.342072429539751,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,obs_noise,1.0,1.176025657208638,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,obs_noise,2.0,0.9851395373061409,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,obs_noise,0.0,1.8065581321716306,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,obs_noise,0.25,1.796427845954895,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,obs_noise,0.5,1.750859260559082,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,obs_noise,1.0,1.6373606920242307,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,obs_noise,2.0,1.5039011240005493,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,obs_noise,0.0,1.772405013018315,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,obs_noise,0.25,1.7289033826566254,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,obs_noise,0.5,1.6024995718848225,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,obs_noise,1.0,1.2847913761045777,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,obs_noise,2.0,0.8502786412937999,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,obs_noise,0.0,3.1296132354426613,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,obs_noise,0.25,3.1750268257970116,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,obs_noise,0.5,3.234412156078698,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,obs_noise,1.0,3.3292022506037373,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,obs_noise,2.0,3.3990235943426383,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,obs_noise,0.0,1.444638510991825,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,obs_noise,0.25,1.4247614310853796,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,obs_noise,0.5,1.3608643703721022,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,obs_noise,1.0,1.205508045688328,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,obs_noise,2.0,1.0188043335999637,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,obs_noise,0.0,1.7984269857406616,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,obs_noise,0.25,1.7801847457885742,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,obs_noise,0.5,1.7207423448562622,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,obs_noise,1.0,1.5847375392913818,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,obs_noise,2.0,1.4359763860702515,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,obs_noise,0.0,1.7644275865302388,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,obs_noise,0.25,1.7132708311541436,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,obs_noise,0.5,1.5749346238576183,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,obs_noise,1.0,1.2434994523739462,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,obs_noise,2.0,0.811875216390455,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,obs_noise,0.0,3.115527143754544,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,obs_noise,0.25,3.1463185874570723,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,obs_noise,0.5,3.178776320322434,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,obs_noise,1.0,3.2222049839871327,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,obs_noise,2.0,3.2455043348779857,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,obs_noise,0.0,1.438136330373606,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,obs_noise,0.25,1.4118788971776908,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,obs_noise,0.5,1.3374558426573273,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,obs_noise,1.0,1.1667642097589894,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,obs_noise,2.0,0.9727893288515506,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,obs_noise,0.0,1.7018654346466064,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,obs_noise,0.25,1.6166683435440061,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,obs_noise,0.5,1.4542425870895386,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,obs_noise,1.0,1.194284439086914,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,obs_noise,2.0,0.9935072064399719,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,obs_noise,0.0,1.6696915389178677,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,obs_noise,0.25,1.5559007137864722,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,obs_noise,0.5,1.331016818841004,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,obs_noise,1.0,0.9371217688497266,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,obs_noise,2.0,0.5617111019640874,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,obs_noise,0.0,2.9482475511650943,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,obs_noise,0.25,2.857317854834632,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,obs_noise,0.5,2.6864637309955937,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,obs_noise,1.0,2.428307007635393,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,obs_noise,2.0,2.245463070641121,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,obs_noise,0.0,1.3609195871604274,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,obs_noise,0.25,1.2821927181349324,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,obs_noise,0.5,1.1303175344978682,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,obs_noise,1.0,0.8792928199465659,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,obs_noise,2.0,0.6730425499592003,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,obs_noise,0.0,1.8080322742462156,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,obs_noise,0.25,1.7953683137893677,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,obs_noise,0.5,1.7481863498687744,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,obs_noise,1.0,1.6341383457183836,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,obs_noise,2.0,1.5025050640106201,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,obs_noise,0.0,1.7738512863246465,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,obs_noise,0.25,1.7278836763827894,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,obs_noise,0.5,1.6000531512424592,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,obs_noise,1.0,1.2822628906189166,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,obs_noise,2.0,0.8494893340897172,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,obs_noise,0.0,3.1321669836256762,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,obs_noise,0.25,3.173154196703715,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,obs_noise,0.5,3.2294744120671752,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,obs_noise,1.0,3.3226503389657536,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,obs_noise,2.0,3.395868306558649,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,obs_noise,0.0,1.4458173285309313,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,obs_noise,0.25,1.4239211075689984,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,obs_noise,0.5,1.3587868367829863,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,obs_noise,1.0,1.2031355907878194,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,obs_noise,2.0,1.0178585852758175,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,obs_noise,0.0,1.9912822246551514,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,obs_noise,0.25,1.9443280696868899,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,obs_noise,0.5,1.7858355045318604,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,obs_noise,1.0,1.5006780624389648,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,obs_noise,2.0,1.2504171133041382,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,obs_noise,0.0,1.9536368824569597,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,obs_noise,0.25,1.871244305328082,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,obs_noise,0.5,1.6345120912546653,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,obs_noise,1.0,1.1775403198102279,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,obs_noise,2.0,0.7069633416607313,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,obs_noise,0.0,3.449622292691552,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,obs_noise,0.25,3.4364273484775385,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,obs_noise,0.5,3.2990247672850406,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,obs_noise,1.0,3.05128906980596,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,obs_noise,2.0,2.826114830996712,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,obs_noise,0.0,1.5923556163300974,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,obs_noise,0.25,1.5420622928465344,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,obs_noise,0.5,1.3880498359913076,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,obs_noise,1.0,1.104875356462613,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,obs_noise,2.0,0.8470838631019918,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,obs_noise,0.0,1.988773703575134,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,obs_noise,0.25,1.9311550855636594,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,obs_noise,0.5,1.7813546657562256,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,obs_noise,1.0,1.5057330131530762,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,obs_noise,2.0,1.2513619661331177,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,obs_noise,0.0,1.9511757851591165,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,obs_noise,0.25,1.858566469777037,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,obs_noise,0.5,1.6304109379630256,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,obs_noise,1.0,1.181506798983546,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,obs_noise,2.0,0.7074975444529402,exact rescaling of published aggregate; no per-episode CI
